7.073215180820873194e-01,8.385000228881835938e-01,9.973636269569396973e-01,-1.588636040687561035e-01,4.129599630832672119e-01,4.354431033134460449e-01,2.248315326869487762e-02
1.606953385820651947e-01,9.685999751091003418e-01,9.973636269569396973e-01,-2.876365184783935547e-02,2.678127586841583252e-01,2.914311289787292480e-01,2.361837401986122131e-02
9.976110227503487415e-01,7.066000103950500488e-01,9.973636269569396973e-01,-2.907636165618896484e-01,4.078961908817291260e-01,4.310318231582641602e-01,2.313564158976078033e-02
4.491766359665394504e-01,9.301999807357788086e-01,9.973636269569396973e-01,-6.716364622116088867e-02,2.604147791862487793e-01,2.840370535850524902e-01,2.362225949764251709e-02
8.977537270847407713e-01,7.552000284194946289e-01,9.973636269569396973e-01,-2.421635985374450684e-01,2.344570755958557129e-01,2.572910189628601074e-01,2.283394522964954376e-02
3.912975374973445275e-01,9.409999847412109375e-01,9.973636269569396973e-01,-5.636364221572875977e-02,2.061842978000640869e-01,2.292189449071884155e-01,2.303464524447917938e-02
2.954957966533725555e-01,9.592999815940856934e-01,9.973636269569396973e-01,-3.806364536285400391e-02,1.293542683124542236e-01,1.521675437688827515e-01,2.281327173113822937e-02
2.556825121146819590e-01,9.613999724388122559e-01,9.973636269569396973e-01,-3.596365451812744141e-02,3.555534183979034424e-01,3.776388466358184814e-01,2.208542078733444214e-02
3.429710460194014265e-01,9.512000083923339844e-01,9.973636269569396973e-01,-4.616361856460571289e-02,1.696891784667968750e-01,1.940398216247558594e-01,2.435064688324928284e-02
6.570293656561575490e-01,8.597999811172485352e-01,9.973636269569396973e-01,-1.375636458396911621e-01,1.510021239519119263e-01,1.736422181129455566e-01,2.264009974896907806e-02
1.768675866190050350e-02,9.726999998092651367e-01,9.973636269569396973e-01,-2.466362714767456055e-02,1.490954905748367310e-01,1.703462153673171997e-01,2.125071920454502106e-02
6.556540609162586630e-02,9.731000065803527832e-01,9.973636269569396973e-01,-2.426362037658691406e-02,2.076016366481781006e-01,2.317242026329040527e-01,2.412256225943565369e-02
7.577626064132780837e-01,8.106999993324279785e-01,9.973636269569396973e-01,-1.866636276245117188e-01,1.656390279531478882e-01,1.887933760881423950e-01,2.315435186028480530e-02
2.202123440729064630e-01,9.685000181198120117e-01,9.973636269569396973e-01,-2.886360883712768555e-02,1.380029469728469849e-01,1.613647788763046265e-01,2.336182631552219391e-02
4.820786590989752929e-01,9.229999780654907227e-01,9.973636269569396973e-01,-7.436364889144897461e-02,2.866226732730865479e-01,3.096345663070678711e-01,2.301189862191677094e-02
9.116071128057067208e-01,7.462999820709228516e-01,9.973636269569396973e-01,-2.510636448860168457e-01,1.885378509759902954e-01,2.121593952178955078e-01,2.362154237926006317e-02
3.876552702163077457e-01,9.452000260353088379e-01,9.973636269569396973e-01,-5.216360092163085938e-02,2.563882470130920410e-01,2.799970805644989014e-01,2.360882423818111420e-02
1.305432944348211555e-01,9.707000255584716797e-01,9.973636269569396973e-01,-2.666360139846801758e-02,2.292410880327224731e-01,2.524259388446807861e-01,2.318485267460346222e-02
3.772861492732293431e-02,9.735999703407287598e-01,9.973636269569396973e-01,-2.376365661621093750e-02,1.958791464567184448e-01,2.191368639469146729e-01,2.325771749019622803e-02
8.957001515245878176e-01,7.541000247001647949e-01,9.973636269569396973e-01,-2.432636022567749023e-01,3.555563986301422119e-01,3.792397081851959229e-01,2.368330955505371094e-02
3.281977292391370371e-01,9.548000097274780273e-01,9.973636269569396973e-01,-4.256361722946166992e-02,2.733973860740661621e-01,2.965461313724517822e-01,2.314873412251472473e-02
3.430531325039453128e-01,9.516999721527099609e-01,9.973636269569396973e-01,-4.566365480422973633e-02,2.485194206237792969e-01,2.725338339805603027e-01,2.401442080736160278e-02
6.836271746456160647e-01,8.508999943733215332e-01,9.973636269569396973e-01,-1.464636325836181641e-01,2.103309780359268188e-01,2.344162464141845703e-01,2.408526837825775146e-02
3.111640433686502227e-03,9.725000262260437012e-01,9.973636269569396973e-01,-2.486360073089599609e-02,1.368243694305419922e-01,1.602142155170440674e-01,2.338984422385692596e-02
9.414347807823771896e-01,7.299000024795532227e-01,9.973636269569396973e-01,-2.674636244773864746e-01,1.998435258865356445e-01,2.240281999111175537e-01,2.418468147516250610e-02
5.708315562452767056e-01,8.952999711036682129e-01,9.973636269569396973e-01,-1.020636558532714844e-01,1.721054017543792725e-01,1.954314708709716797e-01,2.332606352865695953e-02
6.345841479608472779e-01,8.665999770164489746e-01,9.973636269569396973e-01,-1.307636499404907227e-01,2.107793092727661133e-01,2.334875166416168213e-01,2.270820736885070801e-02
9.577395385894318380e-01,7.261999845504760742e-01,9.973636269569396973e-01,-2.711636424064636230e-01,2.071649730205535889e-01,2.301334440708160400e-01,2.296846359968185425e-02
5.281711759246788818e-01,9.095000028610229492e-01,9.973636269569396973e-01,-8.786362409591674805e-02,1.745960116386413574e-01,1.978608816862106323e-01,2.326486445963382721e-02
7.906052477703290338e-01,7.929000258445739746e-01,9.973636269569396973e-01,-2.044636011123657227e-01,3.117075264453887939e-01,3.352511525154113770e-01,2.354361675679683685e-02
2.020472086679903079e-01,9.681000113487243652e-01,9.973636269569396973e-01,-2.926361560821533203e-02,1.736367940902709961e-01,1.976546049118041992e-01,2.401780523359775543e-02
8.499011862432570563e-02,9.710000157356262207e-01,9.973636269569396973e-01,-2.636361122131347656e-02,2.205357849597930908e-01,2.441182136535644531e-01,2.358242310583591461e-02
2.009994921203496210e-01,9.645000100135803223e-01,9.973636269569396973e-01,-3.286361694335937500e-02,1.620987653732299805e-01,1.851909011602401733e-01,2.309213578701019287e-02
1.058884382752840470e-01,9.729999899864196777e-01,9.973636269569396973e-01,-2.436363697052001953e-02,1.584172099828720093e-01,1.819438338279724121e-01,2.352662198245525360e-02
8.619293353037934535e-01,7.644000053405761719e-01,9.973636269569396973e-01,-2.329636216163635254e-01,2.613560557365417480e-01,2.853911221027374268e-01,2.403505332767963409e-02
4.958119442498652996e-01,9.162999987602233887e-01,9.973636269569396973e-01,-8.106362819671630859e-02,2.372759133577346802e-01,2.611543536186218262e-01,2.387843839824199677e-02
3.578601513186090433e-01,9.524999856948852539e-01,9.973636269569396973e-01,-4.486364126205444336e-02,1.568499803543090820e-01,1.800046861171722412e-01,2.315470576286315918e-02
9.659454456174452197e-01,7.134000062942504883e-01,9.973636269569396973e-01,-2.839636206626892090e-01,2.677412033081054688e-01,2.905931174755096436e-01,2.285190112888813019e-02
3.048686987670379267e-01,9.563999772071838379e-01,9.973636269569396973e-01,-4.096364974975585938e-02,1.212653964757919312e-01,1.453821808099746704e-01,2.411678247153759003e-02
4.160164999653909179e-01,9.393000006675720215e-01,9.973636269569396973e-01,-5.806362628936767578e-02,1.655637323856353760e-01,1.880312263965606689e-01,2.246748842298984528e-02
1.114444571855609523e-01,9.706000089645385742e-01,9.973636269569396973e-01,-2.676361799240112305e-02,1.562694311141967773e-01,1.784811615943908691e-01,2.221173420548439026e-02
5.509027909360210140e-01,9.006000161170959473e-01,9.973636269569396973e-01,-9.676361083984375000e-02,1.527809947729110718e-01,1.762155592441558838e-01,2.343457005918025970e-02
3.811303410925720447e-01,9.441000223159790039e-01,9.973636269569396973e-01,-5.326360464096069336e-02,1.542421579360961914e-01,1.772812008857727051e-01,2.303904294967651367e-02
5.493506368727920641e-01,9.000999927520751953e-01,9.973636269569396973e-01,-9.726363420486450195e-02,1.349253356456756592e-01,1.584679633378982544e-01,2.354262769222259521e-02
4.001514027538858320e-01,9.406999945640563965e-01,9.973636269569396973e-01,-5.666363239288330078e-02,1.913570761680603027e-01,2.143466323614120483e-01,2.298955805599689484e-02
4.971099506855672923e-01,9.186000227928161621e-01,9.973636269569396973e-01,-7.876360416412353516e-02,1.181099042296409607e-01,1.412276476621627808e-01,2.311774156987667084e-02
8.878364590803854428e-01,7.549999952316284180e-01,9.973636269569396973e-01,-2.423636317253112793e-01,1.158049851655960083e-01,1.382936686277389526e-01,2.248868346214294434e-02
7.644613090979707204e-01,8.143000006675720215e-01,9.973636269569396973e-01,-1.830636262893676758e-01,1.265666186809539795e-01,1.488737910985946655e-01,2.230716496706008911e-02
1.948174954363814937e-01,9.670000076293945312e-01,9.973636269569396973e-01,-3.036361932754516602e-02,1.480012983083724976e-01,1.690758019685745239e-01,2.107450179755687714e-02
6.296932188379245066e-01,8.690000176429748535e-01,9.973636269569396973e-01,-1.283636093139648438e-01,1.523854732513427734e-01,1.736797243356704712e-01,2.129425480961799622e-02
