7.096316004751335171e-01,9.815000295639038086e-01
3.370892691135215724e+00,1.483999937772750854e-01
3.128700084912365842e+00,1.624000072479248047e-01
2.251522196853013025e+00,2.834999859333038330e-01
2.037145179832337671e+00,3.641000092029571533e-01
1.907373435405348872e+00,4.372000098228454590e-01
2.492625519497114084e+00,2.248000055551528931e-01
2.568335323152403316e+00,2.097000032663345337e-01
1.523167098474650150e+00,7.347999811172485352e-01
3.836969850279374761e+00,1.323000043630599976e-01
1.792978543526419166e+00,5.026000142097473145e-01
1.830902506171225408e+00,4.882000088691711426e-01
1.784637046289442974e+00,5.245000123977661133e-01
7.761584537505634707e-01,9.781000018119812012e-01
1.996196686171008761e+00,3.880999982357025146e-01
2.686856286294956320e+00,2.010000050067901611e-01
2.549871118471986442e+00,2.187999933958053589e-01
1.046204073371501675e+00,9.611999988555908203e-01
2.651444459930269115e+00,2.058999985456466675e-01
1.903168893217801916e+00,4.379999935626983643e-01
1.235669903455658858e+00,9.254999756813049316e-01
3.284263834277560079e+00,1.508000046014785767e-01
6.793006239847354522e-02,9.907000064849853516e-01
1.353866300664665623e+00,8.654999732971191406e-01
2.699620708615493747e+00,1.976000070571899414e-01
2.897596731876850740e+00,1.756000071763992310e-01
3.057048645472370207e+00,1.669999957084655762e-01
1.985916186847614728e+00,3.910999894142150879e-01
2.252843802541245388e+00,2.892999947071075439e-01
9.210181121848135533e-01,9.732999801635742188e-01
2.878595423456054903e+00,1.756000071763992310e-01
7.116325167602477464e-02,9.904000163078308105e-01
2.231544301294623445e+00,2.901999950408935547e-01
3.258576251374185606e+00,1.536999940872192383e-01
3.813435728159353388e+00,1.352999955415725708e-01
2.671514884853997795e+00,2.002999931573867798e-01
2.603221861549513960e+00,2.141000032424926758e-01
1.663354245708062784e+00,6.177999973297119141e-01
6.327933325605008541e-01,9.818999767303466797e-01
2.346440369965051342e+00,2.529999911785125732e-01
6.240762625141385023e-01,9.833999872207641602e-01
3.678297236163588391e+00,1.448000073432922363e-01
2.919607092113947200e+00,1.756000071763992310e-01
2.907969816521432271e+00,1.797000020742416382e-01
3.645262357957956389e+00,1.374000012874603271e-01
1.273122832392886927e+00,9.059000015258789062e-01
3.927154937684763869e+00,1.308999955654144287e-01
2.996155432311911060e+00,1.679999977350234985e-01
2.126234181493033670e+00,3.291999995708465576e-01
3.921731968637852894e+00,1.304000020027160645e-01
3.553155016095978169e+00,1.361999958753585815e-01
3.152249070265962239e+00,1.580000072717666626e-01
5.562732678909552142e-01,9.858999848365783691e-01
2.332384497979853588e+00,2.696999907493591309e-01
8.953865221848689160e-01,9.750000238418579102e-01
2.091672636177160705e+00,3.416999876499176025e-01
2.491694282272335137e+00,2.258999943733215332e-01
4.105648880533818712e-01,9.855999946594238281e-01
1.590068058512278171e+00,6.762999892234802246e-01
1.918612630302010569e+00,4.282000064849853516e-01
3.587422879655908670e+00,1.393000036478042603e-01
3.392862351387170072e+00,1.482000052928924561e-01
2.987648140459278956e+00,1.651999950408935547e-01
1.278013112308265864e+00,9.092000126838684082e-01
3.818773438782193441e+00,1.350000053644180298e-01
5.460978263731930404e-01,9.839000105857849121e-01
3.820823285495012378e+00,1.296000033617019653e-01
1.094869337953452426e+00,9.588999748229980469e-01
1.871079581094154953e-01,9.904000163078308105e-01
1.357611697031144260e+00,8.679000139236450195e-01
2.657910317804229372e+00,2.022999972105026245e-01
4.543067939473344197e-01,9.861999750137329102e-01
2.096291879956206472e+00,3.420999944210052490e-01
1.770000897244262017e+00,5.277000069618225098e-01
1.402072594498091629e+00,8.292000293731689453e-01
3.521264361849611557e+00,1.405999958515167236e-01
2.816474357446280496e+00,1.827999949455261230e-01
2.025358897813278602e-01,9.893000125885009766e-01
1.379885225129063198e+00,8.453000187873840332e-01
9.375122075779089847e-01,9.739000201225280762e-01
1.872995662805826633e+00,4.618999958038330078e-01
1.510959542915630394e+00,7.519000172615051270e-01
3.325446329067305307e+00,1.489000022411346436e-01
4.368852093908794920e-01,9.868999719619750977e-01
3.584090561021735066e+00,1.377999931573867798e-01
2.615097311665561364e+00,2.094999998807907104e-01
1.868401813270181844e+00,4.645999968051910400e-01
6.686893696068350046e-01,9.805999994277954102e-01
1.811496945795066704e+00,5.047000050544738770e-01
8.634454281419658983e-01,9.750999808311462402e-01
2.628633524664323318e+00,2.064000070095062256e-01
1.915170647672876481e+00,4.311999976634979248e-01
3.989583956729994441e+00,1.281999945640563965e-01
3.639199490065379461e+00,1.414999961853027344e-01
3.566573708437372758e-01,9.872000217437744141e-01
2.671747877815979333e+00,2.046000063419342041e-01
1.437083549898478196e+00,8.129000067710876465e-01
9.062800508031276792e-01,9.754999876022338867e-01
3.092260734029540714e+00,1.630000025033950806e-01
2.015944999285728567e+00,3.849999904632568359e-01
3.821428715460029490e+00,1.341000050306320190e-01
3.229161201774677359e+00,1.523000001907348633e-01
5.125232380971054269e-01,9.837999939918518066e-01
3.161504341330531709e+00,1.562000066041946411e-01
3.307647324257783517e+00,1.526000052690505981e-01
1.326044569197026401e+00,8.797000050544738770e-01
2.694197915735832449e+00,1.947000026702880859e-01
1.350013151407961853e+00,8.610000014305114746e-01
2.705607694360384397e+00,1.885000020265579224e-01
1.308986943069919473e+00,8.928999900817871094e-01
8.554677756891182483e-01,9.747999906539916992e-01
2.405887339387429158e-01,9.894000291824340820e-01
2.236694075708021590e+00,2.917999923229217529e-01
1.404597634692778652e+00,8.248000144958496094e-01
1.635164290381764918e+00,6.427000164985656738e-01
1.465288926662354996e+00,7.828999757766723633e-01
3.946497746579512356e+00,1.321000009775161743e-01
1.997103621543274254e+00,3.889000117778778076e-01
2.999286153260143806e+00,1.650999933481216431e-01
3.835914295740682434e+00,1.366000026464462280e-01
1.599588637107301370e+00,6.751999855041503906e-01
1.791840062949651369e+00,5.178999900817871094e-01
9.925629971360838688e-01,9.682000279426574707e-01
1.235649545000377270e+00,9.236000180244445801e-01
2.921321518417639318e+00,1.793999969959259033e-01
1.431814916662991433e+00,8.093000054359436035e-01
3.751658526260165605e+00,1.319999992847442627e-01
2.067830715592543278e+00,3.447999954223632812e-01
