4.273588609983324238e-01,9.466425776481628418e-01,9.550552964210510254e-01,-8.412718772888183594e-03,1.471292734146118164e+00,1.494181990623474121e+00,2.288922667503356934e-02
1.760306413740153619e-01,9.549784660339355469e-01,9.550552964210510254e-01,-7.683038711547851562e-05,1.341277718544006348e+00,1.363846421241760254e+00,2.256865985691547394e-02
6.091395158044551339e-01,9.396511912345886230e-01,9.550552964210510254e-01,-1.540410518646240234e-02,1.087220072746276855e+00,1.110012531280517578e+00,2.279246039688587189e-02
2.925958657522124140e-01,9.512138962745666504e-01,9.550552964210510254e-01,-3.841400146484375000e-03,1.104582786560058594e+00,1.127250432968139648e+00,2.266764082014560699e-02
6.330261665410672478e-01,9.395743608474731445e-01,9.550552964210510254e-01,-1.548093557357788086e-02,1.084310412406921387e+00,1.107120990753173828e+00,2.281055413186550140e-02
6.302605450471941984e-01,9.393823146820068359e-01,9.550552964210510254e-01,-1.567298173904418945e-02,1.026906132698059082e+00,1.049769520759582520e+00,2.286337874829769135e-02
6.437587960715918101e-04,9.550937414169311523e-01,9.550552964210510254e-01,3.844499588012695312e-05,7.139762639999389648e-01,7.369236946105957031e-01,2.294745855033397675e-02
1.470574971867374403e-01,9.539029002189636230e-01,9.550552964210510254e-01,-1.152396202087402344e-03,6.949342489242553711e-01,7.178316712379455566e-01,2.289741672575473785e-02
2.329112803903853335e-01,9.534803032875061035e-01,9.550552964210510254e-01,-1.574993133544921875e-03,7.968070507049560547e-01,8.201292157173156738e-01,2.332219481468200684e-02
5.582596542945192919e-01,9.429932236671447754e-01,9.550552964210510254e-01,-1.206207275390625000e-02,6.618611812591552734e-01,6.846588850021362305e-01,2.279770374298095703e-02
5.939718653716058450e-01,9.403810501098632812e-01,9.550552964210510254e-01,-1.467424631118774414e-02,6.523190736770629883e-01,6.753802895545959473e-01,2.306124009191989899e-02
3.757773857376031090e-01,9.489858746528625488e-01,9.550552964210510254e-01,-6.069421768188476562e-03,4.444539546966552734e-01,4.675002694129943848e-01,2.304632216691970825e-02
7.468809326282758176e-01,9.327366352081298828e-01,9.550552964210510254e-01,-2.231866121292114258e-02,8.153346180915832520e-01,8.382014632225036621e-01,2.286685258150100708e-02
8.713020004554912212e-01,9.229025840759277344e-01,9.550552964210510254e-01,-3.215271234512329102e-02,5.783156752586364746e-01,6.013439893722534180e-01,2.302831783890724182e-02
5.983588048588677211e-01,9.401121735572814941e-01,9.550552964210510254e-01,-1.494312286376953125e-02,4.005557298660278320e-01,4.234059453010559082e-01,2.285021170973777771e-02
5.251206133096163464e-01,9.446066617965698242e-01,9.550552964210510254e-01,-1.044863462448120117e-02,6.105744838714599609e-01,6.336120963096618652e-01,2.303759753704071045e-02
1.615280214189128705e-01,9.540181159973144531e-01,9.550552964210510254e-01,-1.037180423736572266e-03,4.822180867195129395e-01,5.051388740539550781e-01,2.292079478502273560e-02
5.119779541090507813e-02,9.547864198684692383e-01,9.550552964210510254e-01,-2.688765525817871094e-04,5.018486380577087402e-01,5.247384905815124512e-01,2.288983762264251709e-02
8.772209454839313691e-01,9.234787821769714355e-01,9.550552964210510254e-01,-3.157651424407958984e-02,5.614403486251831055e-01,5.845434069633483887e-01,2.310308441519737244e-02
